record_type,year,decade,era,five_year_plan,is_election_year,economic_event,flow,commodity,partner_country,country_code,region,trade_bloc,segment_value_usd_m,segment_share_pct,exports_usd_million,imports_usd_million,trade_balance_usd_million,exports_merchandise_usd_m,imports_merchandise_usd_m,exports_services_usd_m,imports_services_usd_m,gdp_usd_billion,trade_openness_pct,export_growth_yoy_pct,import_growth_yoy_pct,data_source
Partner_Breakdown,2000,2000s,High Growth Era,Plan 10,0,,Import,,Indonesia,IDN,Asia,ASEAN,676.5,1.0,62870,67650,,,,,,476.7,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Export,,United States,USA,Americas,G7,13387.5,21.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Export,,UAE,ARE,Middle East,GCC,3187.5,5.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Export,,China,CHN,Asia,BRICS,1275.0,2.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Export,,UK,GBR,Europe,G7,3825.0,6.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Export,,Germany,DEU,Europe,EU,2550.0,4.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Export,,Bangladesh,BGD,Asia,SAARC,637.5,1.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Export,,Singapore,SGP,Asia,ASEAN,1912.5,3.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Export,,Netherlands,NLD,Europe,EU,1275.0,2.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Export,,Hong Kong,HKG,Asia,Other,3187.5,5.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Export,,Saudi Arabia,SAU,Middle East,OPEC,1275.0,2.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Import,,China,CHN,Asia,BRICS,2639.6,4.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Import,,UAE,ARE,Middle East,GCC,1979.7,3.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Import,,USA,USA,Americas,G7,4619.3,7.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Import,,Saudi Arabia,SAU,Middle East,OPEC,3959.4,6.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Import,,Russia,RUS,Europe,BRICS,659.9,1.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Import,,Iraq,IRQ,Middle East,OPEC,1319.8,2.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Import,,South Korea,KOR,Asia,OECD,1319.8,2.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Import,,Australia,AUS,Oceania,OECD,1319.8,2.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Import,,Switzerland,CHE,Europe,OECD,2639.6,4.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2001,2000s,High Growth Era,Plan 11,0,,Import,,Indonesia,IDN,Asia,ASEAN,659.9,1.0,63750,65990,,,,,,493.9,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Export,,United States,USA,Americas,G7,15036.0,21.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Export,,UAE,ARE,Middle East,GCC,3580.0,5.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Export,,China,CHN,Asia,BRICS,1432.0,2.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Export,,UK,GBR,Europe,G7,3580.0,5.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Export,,Germany,DEU,Europe,EU,2864.0,4.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Export,,Bangladesh,BGD,Asia,SAARC,716.0,1.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Export,,Singapore,SGP,Asia,ASEAN,2148.0,3.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Export,,Netherlands,NLD,Europe,EU,1432.0,2.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Export,,Hong Kong,HKG,Asia,Other,3580.0,5.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Export,,Saudi Arabia,SAU,Middle East,OPEC,1432.0,2.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Import,,China,CHN,Asia,BRICS,3700.0,5.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Import,,UAE,ARE,Middle East,GCC,2220.0,3.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Import,,USA,USA,Americas,G7,5180.0,7.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Import,,Saudi Arabia,SAU,Middle East,OPEC,4440.0,6.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Import,,Russia,RUS,Europe,BRICS,740.0,1.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Import,,Iraq,IRQ,Middle East,OPEC,1480.0,2.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Import,,South Korea,KOR,Asia,OECD,1480.0,2.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Import,,Australia,AUS,Oceania,OECD,1480.0,2.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Import,,Switzerland,CHE,Europe,OECD,2220.0,3.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2002,2000s,High Growth Era,Plan 11,0,,Import,,Indonesia,IDN,Asia,ASEAN,740.0,1.0,71600,74000,,,,,,524.0,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Export,,United States,USA,Americas,G7,18040.0,20.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Export,,UAE,ARE,Middle East,GCC,5412.0,6.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Export,,China,CHN,Asia,BRICS,2706.0,3.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Export,,UK,GBR,Europe,G7,4510.0,5.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Export,,Germany,DEU,Europe,EU,3608.0,4.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Export,,Bangladesh,BGD,Asia,SAARC,902.0,1.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Export,,Singapore,SGP,Asia,ASEAN,2706.0,3.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Export,,Netherlands,NLD,Europe,EU,1804.0,2.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Export,,Hong Kong,HKG,Asia,Other,3608.0,4.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Export,,Saudi Arabia,SAU,Middle East,OPEC,1804.0,2.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Import,,China,CHN,Asia,BRICS,5358.0,6.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Import,,UAE,ARE,Middle East,GCC,3572.0,4.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Import,,USA,USA,Americas,G7,6251.0,7.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Import,,Saudi Arabia,SAU,Middle East,OPEC,5358.0,6.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Import,,Russia,RUS,Europe,BRICS,893.0,1.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Import,,Iraq,IRQ,Middle East,OPEC,1786.0,2.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Import,,South Korea,KOR,Asia,OECD,2679.0,3.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Import,,Australia,AUS,Oceania,OECD,1786.0,2.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Import,,Switzerland,CHE,Europe,OECD,2679.0,3.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2003,2000s,High Growth Era,Plan 11,0,,Import,,Indonesia,IDN,Asia,ASEAN,1786.0,2.0,90200,89300,,,,,,618.4,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Export,,United States,USA,Americas,G7,22648.0,19.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Export,,UAE,ARE,Middle East,GCC,7152.0,6.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Export,,China,CHN,Asia,BRICS,3576.0,3.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Export,,UK,GBR,Europe,G7,5960.0,5.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Export,,Germany,DEU,Europe,EU,4768.0,4.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Export,,Bangladesh,BGD,Asia,SAARC,2384.0,2.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Export,,Singapore,SGP,Asia,ASEAN,3576.0,3.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Export,,Netherlands,NLD,Europe,EU,2384.0,2.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Export,,Hong Kong,HKG,Asia,Other,4768.0,4.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Export,,Saudi Arabia,SAU,Middle East,OPEC,2384.0,2.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Import,,China,CHN,Asia,BRICS,9051.0,7.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Import,,UAE,ARE,Middle East,GCC,5172.0,4.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Import,,USA,USA,Americas,G7,9051.0,7.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Import,,Saudi Arabia,SAU,Middle East,OPEC,9051.0,7.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Import,,Russia,RUS,Europe,BRICS,1293.0,1.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Import,,Iraq,IRQ,Middle East,OPEC,3879.0,3.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Import,,South Korea,KOR,Asia,OECD,3879.0,3.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Import,,Australia,AUS,Oceania,OECD,2586.0,2.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Import,,Switzerland,CHE,Europe,OECD,3879.0,3.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2004,2000s,High Growth Era,Plan 11,1,,Import,,Indonesia,IDN,Asia,ASEAN,2586.0,2.0,119200,129300,,,,,,721.6,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,,United States,USA,Americas,G7,26982.0,18.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,,UAE,ARE,Middle East,GCC,10493.0,7.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,,China,CHN,Asia,BRICS,4497.0,3.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,,UK,GBR,Europe,G7,5996.0,4.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,,Germany,DEU,Europe,EU,4497.0,3.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,,Bangladesh,BGD,Asia,SAARC,2998.0,2.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,,Singapore,SGP,Asia,ASEAN,4497.0,3.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,,Netherlands,NLD,Europe,EU,2998.0,2.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,,Hong Kong,HKG,Asia,Other,4497.0,3.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Export,,Saudi Arabia,SAU,Middle East,OPEC,2998.0,2.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,,China,CHN,Asia,BRICS,14056.0,8.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,,UAE,ARE,Middle East,GCC,7028.0,4.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,,USA,USA,Americas,G7,10542.0,6.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,,Saudi Arabia,SAU,Middle East,OPEC,12299.0,7.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,,Russia,RUS,Europe,BRICS,1757.0,1.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,,Iraq,IRQ,Middle East,OPEC,5271.0,3.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,,South Korea,KOR,Asia,OECD,5271.0,3.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,,Australia,AUS,Oceania,OECD,3514.0,2.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,,Switzerland,CHE,Europe,OECD,5271.0,3.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2005,2000s,High Growth Era,Plan 11,0,,Import,,Indonesia,IDN,Asia,ASEAN,3514.0,2.0,149900,175700,,,,,,834.2,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,,United States,USA,Americas,G7,33048.0,17.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,,UAE,ARE,Middle East,GCC,13608.0,7.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,,China,CHN,Asia,BRICS,5832.0,3.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,,UK,GBR,Europe,G7,7776.0,4.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,,Germany,DEU,Europe,EU,5832.0,3.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,,Bangladesh,BGD,Asia,SAARC,3888.0,2.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,,Singapore,SGP,Asia,ASEAN,3888.0,2.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,,Netherlands,NLD,Europe,EU,3888.0,2.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,,Hong Kong,HKG,Asia,Other,5832.0,3.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Export,,Saudi Arabia,SAU,Middle East,OPEC,3888.0,2.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,,China,CHN,Asia,BRICS,19620.0,9.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,,UAE,ARE,Middle East,GCC,10900.0,5.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,,USA,USA,Americas,G7,13080.0,6.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,,Saudi Arabia,SAU,Middle East,OPEC,15260.0,7.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,,Russia,RUS,Europe,BRICS,2180.0,1.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,,Iraq,IRQ,Middle East,OPEC,6540.0,3.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,,South Korea,KOR,Asia,OECD,6540.0,3.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,,Australia,AUS,Oceania,OECD,4360.0,2.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,,Switzerland,CHE,Europe,OECD,4360.0,2.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2006,2000s,High Growth Era,Plan 12,0,,Import,,Indonesia,IDN,Asia,ASEAN,4360.0,2.0,194400,218000,,,,,,949.1,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,,United States,USA,Americas,G7,42466.0,17.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,,UAE,ARE,Middle East,GCC,19984.0,8.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,,China,CHN,Asia,BRICS,7494.0,3.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,,UK,GBR,Europe,G7,9992.0,4.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,,Germany,DEU,Europe,EU,7494.0,3.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,,Bangladesh,BGD,Asia,SAARC,4996.0,2.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,,Singapore,SGP,Asia,ASEAN,4996.0,2.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,,Netherlands,NLD,Europe,EU,7494.0,3.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,,Hong Kong,HKG,Asia,Other,4996.0,2.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Export,,Saudi Arabia,SAU,Middle East,OPEC,4996.0,2.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,,China,CHN,Asia,BRICS,26700.0,10.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,,UAE,ARE,Middle East,GCC,16020.0,6.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,,USA,USA,Americas,G7,16020.0,6.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,,Saudi Arabia,SAU,Middle East,OPEC,21360.0,8.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,,Russia,RUS,Europe,BRICS,2670.0,1.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,,Iraq,IRQ,Middle East,OPEC,10680.0,4.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,,South Korea,KOR,Asia,OECD,8010.0,3.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,,Australia,AUS,Oceania,OECD,5340.0,2.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,,Switzerland,CHE,Europe,OECD,5340.0,2.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2007,2000s,High Growth Era,Plan 12,0,,Import,,Indonesia,IDN,Asia,ASEAN,5340.0,2.0,249800,267000,,,,,,1238.7,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,,United States,USA,Americas,G7,49120.0,16.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,,UAE,ARE,Middle East,GCC,24560.0,8.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,,China,CHN,Asia,BRICS,9210.0,3.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,,UK,GBR,Europe,G7,9210.0,3.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,,Germany,DEU,Europe,EU,9210.0,3.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,,Bangladesh,BGD,Asia,SAARC,6140.0,2.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,,Singapore,SGP,Asia,ASEAN,6140.0,2.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,,Netherlands,NLD,Europe,EU,9210.0,3.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,,Hong Kong,HKG,Asia,Other,6140.0,2.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Export,,Saudi Arabia,SAU,Middle East,OPEC,6140.0,2.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,,China,CHN,Asia,BRICS,41184.0,11.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,,UAE,ARE,Middle East,GCC,26208.0,7.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,,USA,USA,Americas,G7,18720.0,5.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,,Saudi Arabia,SAU,Middle East,OPEC,33696.0,9.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,,Russia,RUS,Europe,BRICS,3744.0,1.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,,Iraq,IRQ,Middle East,OPEC,14976.0,4.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,,South Korea,KOR,Asia,OECD,11232.0,3.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,,Australia,AUS,Oceania,OECD,7488.0,2.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,,Switzerland,CHE,Europe,OECD,7488.0,2.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2008,2000s,High Growth Era,Plan 12,0,Global Financial Crisis,Import,,Indonesia,IDN,Asia,ASEAN,7488.0,2.0,307000,374400,,,,,,1224.1,,,,
Partner_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,,United States,USA,Americas,G7,39615.0,15.0,264100,300600,,,,,,1365.4,,,,
Partner_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,,UAE,ARE,Middle East,GCC,23769.0,9.0,264100,300600,,,,,,1365.4,,,,
Partner_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,,China,CHN,Asia,BRICS,7923.0,3.0,264100,300600,,,,,,1365.4,,,,
Partner_Breakdown,2009,2000s,High Growth Era,Plan 12,1,,Export,,UK,GBR,Europe,G7,7923.0,3.0,264100,300600,,,,,,1365.4,,,,
